x_cpu;x_mem,y;y_cpu_actual;y_mem_actual
{'scaler': 2, 'batch_size': 8, 'sliding': 3, 'network_size': 5, 'layer_size': 49, 'dropout': 0.0025, 'learning_rate': 0.004720000000000001, 'optimizer': 1, 'activation': 2};{'scaler': 2, 'batch_size': 8, 'sliding': 3, 'network_size': 5, 'layer_size': 49, 'dropout': 0.0025, 'learning_rate': 0.004720000000000001, 'optimizer': 1, 'activation': 2};0;1.5820872805165667;1.6018119594048332
{'scaler': 2, 'batch_size': 32, 'sliding': 2, 'network_size': 3, 'layer_size': 19, 'dropout': 0.005, 'learning_rate': 0.0020800000000000003, 'optimizer': 0, 'activation': 2};{'scaler': 2, 'batch_size': 32, 'sliding': 2, 'network_size': 3, 'layer_size': 19, 'dropout': 0.005, 'learning_rate': 0.0020800000000000003, 'optimizer': 0, 'activation': 2};[0.];1.7792438730538942;1.8606230997006006
